name,variant_id,uuid,year_month,prod_return_open,gs_return_open,diff_open,prod_return_close,gs_return_close,diff_close,parity_status
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-04,-0.0904445256,0.0660684008046517,0.1565129264046517,-0.0876705096,,,FAIL
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-05,-0.0413969146,0.1095255501479235,0.1509224647479235,-0.032598725,,,FAIL
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-06,-0.1100393364,-0.0600035588143758,0.050035777585624205,-0.1126657232,,,FAIL
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-07,0.1967934752,0.1967934937644651,1.856446507630949e-08,0.2120947081,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-08,-0.013150065,-0.0131498444871414,2.205128586015015e-07,-0.0303000676,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-09,0.1214205688,0.1214201101999852,4.586000147965841e-07,0.1643881173,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-10,0.1574674871,0.157467920676193,4.3357619300410377e-07,0.113049839,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-11,0.1000673417,0.1000673304281147,1.127188530014589e-08,0.0970178351,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2013-12,0.0675910278,0.067591020437181,7.362818993383868e-09,0.0698148641,,,PASS
シン白虎-激攻,DM6_SGLD_T1_Qj_L0247,49421d93-ad5c-4b8e-8540-639ab76294d3,2014-01,0.0215382083,0.0215382083350665,3.506649831619413e-11,0.0281355906,,,PASS
